,Full name
922,Nguyễn Hoàng Thịnh
923,Nguyễn Quang Tiến
924,Trần Quang Tuấn
925,Trần Quang Thuận
926,Nguyễn Đức Thuận
927,Võ Như Thông
928,Lê Công Minh Thuận
929,Ngô Duy Thông
930,Mai Hoàng Hoài Thương
931,Trần Huy Tiến
932,Phan Văn Thổ
933,Phan Thương Thương
934,Nguyễn Trung Tiến
935,Thi Minh Tuyễn
936,Nguyễn Nhật Tiến
937,Trần Minh Tiến
938,Trần Quang Tín
939,Dương Châu Vĩnh Phúc
940,Võ Chí Tính
941,Trần Minh Tính
942,Khương Sĩ Toàn
943,Hồ Minh Toàn
944,Hoàng Thị Bích Trân
945,Nguyễn Bảo Trung
946,Le Cao Trí
947,Lê Trần Tiến Trung
948,Nguyễn Vũ Toàn
949,Võ Thanh Hoàng Trung
950,Hồ Nhật Trường
951,Nguyễn Trọng Đăng Trình
952,Thái Kim Triều
953,Lương Vũ Trúc
954,Lê Thành Trung
955,Trần Anh Tuấn
956,Phạm Trương Hoàng Tuấn
957,Trịnh Văn Tuân
958,Hoàng Ngọc Tùng
959,Ngô Nhật Trường
960,Nguyễn Duy Trường
961,Nguyễn Ngọc Tường
962,Võ Minh Tuấn
963,Võ Lê Thanh Tùng
964,Nguyễn Minh Tuấn
965,Nguyễn Ngọc Sơn Tùng
966,Nguyễn Mạnh Tú
967,Nguyễn Âu Quang Vinh
968,Cao Viễn Tú
969,Võ Hoàng Tuấn
970,Phạm Thanh Tùng
971,Nguyễn Xuân Trường
972,Lê Thị Bích Thủy
973,Trương Quốc An
974,Lê Xuân Tùng
975,Đặng Thành Vinh
976,Nguyễn Thành Tuấn
977,Nguyễn Lương Yến Vy
978,Lê Phương Tùng
979,Trương Thanh Tùng
980,Nguyễn Quốc Việt
981,Nguyễn Công Chỉnh
982,Trần Thanh Tùng
983,Mai Hoàng Việt
984,Nguyễn Văn Tuyển
985,Lê Hoàng Tùng
986,Lê Quốc Vương
987,Trần Minh Vũ
988,Lê Hoàng Vũ
989,Lê Huy Hải An
990,Nguyễn Tuấn An
991,Nguyễn Như Việt
992,Nguyễn Quốc Uy
993,Nguyễn Hân Ngọc Hảo
994,Lê Đức Anh
995,Thái Quang Phú
996,Lê Thanh Tùng
997,Võ Hoài An
998,Nguyễn Bửu Thọ
999,Hồ Đức Việt
1000,Nguyễn Trọng Quỳnh
1001,Trần Hoàng Anh
1002,Lương Chấn Viễn
1003,Nguyễn Thanh Tùng
1004,Hồ Trung Khueâ
1005,Trần Nguyễn Hoàng Vũ
1006,Lê Hoàng Anh
1007,Lê Đức Anh
1008,Nguyễn Minh Taâm
1009,Lữ Lương Chinh
1010,Nguyễn Tuấn Anh
1011,Phạm Nguyễn Trường An
1012,Lê Quang An
1013,Võ Văn Hoàng Anh
1014,Huỳnh Xuân An
1015,Lê Huỳnh Phước Taân
1016,Dương Tiến Vương
1017,Phí Thị Hải Âu
1018,Trần Hưng Quốc Anh
1019,Trần Công Vương
1020,Nguyễn Thiên Ân
1021,Nguyễn Quốc Anh
1022,Huỳnh Minh Bình
1023,Nguyễn Thế Anh
1024,Nguyễn Đình Huy Bảo
1025,Trần Tuấn Anh
1026,Trần Văn Bình
1027,Hồ Thị Bé
1028,Hoàng Nguyên Bảo
1029,Đặng Bảo Ân
1030,Nguyễn Văn Bốn
1031,Nguyễn Minh Chiến
1032,Bùi Thiên Ân
1033,Nguyễn Văn Công
1034,Nguyễn Bá Chung
1035,Nguyễn Huy Bình
1036,Nguyễn Thanh Bình
1037,Phạm Bảo Chung
1038,Nguyễn Tiến Kiên Cường
1039,Hoàng Mạnh Cường
1040,Trần Văn Cương
1041,Đỗ Vũ Hữu Cường
1042,Hoàng Cao Cường
1043,Nguyễn Ngọc Cường
1044,Phạm Minh Cường
1045,Hoàng Đặng Vĩnh Cường
1046,Nguyễn Hồng Danh
1047,Mai Quý Danh
1048,Nguyễn Hoàng Cường
1049,Đoàn Văn Duy
1050,Nguyễn Thị Ngọc Diễm
1051,Phạm Quang Diệu
1052,Nguyễn Bảo Huy
1053,Lê Duy
1054,Hồ Nguyễn Duy
1055,Phạm Khương Duy
1056,Nguyễn Quang Du
1057,Trần Nguyễn Ngọc Duy
1058,Nguyễn Văn Du
1059,Lưu Quốc Minh Duy
1060,Nguyễn Duy
1061,Trần Nguyễn Ái Duyên
1062,Nguyễn Trí Dũng
1063,Đỗ Anh Dũng
1064,Vũ Đình Dũng
1065,Nguyễn Anh Duy
1066,Nguyễn Lê Hải Đăng
1067,Văn Đỗ Phước Đạt
1068,Hoàng Minh Dũng
1069,Nguyễn Hoàng Dũng
1070,Thái Bình Hải Đăng
1071,Lê Ngọc Cao Kim
1072,Đỗ Trường Giang
1073,Thái Minh Dũng
1074,Lê Nguyễn Tấn Đạt
1075,Phan Phạm Hoài Duy
1076,Đặng Tiến Đạt
1077,Trần Đại Dương
1078,Nguyễn Xuân Dũng
1079,Dương Xuân Điển
1080,Bùi Minh Đạt
1081,Trần Huỳnh Đăng
1082,Vũ Tiến Dũng
1083,Lê Phan Thịnh
1084,Nguyễn Toàn Định
1085,Nguyễn Tấn Đạo
1086,Nguyễn Thành Đại
1087,Phùng Thế Đạt
1088,Nguyễn Trung Kiên
1089,Lê Phạm Quang Đẩu
1090,Lê Hải Đường
1091,Lê Văn Lăng
1092,Lê Văn Đông
1093,Nguyễn Văn Lâm
1094,Nguyễn Thành Đồng
1095,Quách Hồng Đức
1096,Lê Tiến Đạt
1097,Nguyễn Huy Đô
1098,Huỳnh Thanh Lâm
1099,Huỳnh Hoàng Lâm
1100,Lê Quang Lãm
1101,Phạm Văn Lâm
1102,Nguyễn Lâm
1103,Bùi Thanh Liêm
1104,Thái Văn Sĩ Em
1105,Nguyễn Trần Lê
1106,Phạm Phú Lâm
1107,Trương Quang Liêm
1108,Nguyễn Thế Quang Linh
1109,Trịnh Anh Linh
1110,Hồ Duy Nhật Linh
1111,Trần Hàn Linh
1112,Nguyễn Hữu Linh
1113,Nguyễn Hồng Linh
1114,Nguyễn Hoàng Long
1115,Nguyễn Vũ Long
1116,Nguyễn Phúc Lộc
1117,Cao Huỳnh Lộc
1118,Trần Xuân Lộc
1119,Phan Bá Long
1120,Nguyễn Thế Luân
1121,Nguyễn Hữu Lộc
1122,Nguyễn Văn Long
1123,Trần Thành Luân
1124,Hoàng Hải Luân
1125,Nguyễn Thành Luân
1126,Trịnh Thanh Long
1127,Phan Ngọc Minh Luân
1128,Nguyễn Văn Lực
1129,Trần Hoàng Luân
1130,Dương Đức Ngọc
1131,Lê Tấn Luật
1132,Phạm Trọng Nghĩa
1133,Lê Trần Hoài Nam
1134,Trần Hoàng Minh
1135,Nguyễn Đặng Thành Nam
1136,Phạm Nhật Minh
1137,Mai Phương Nam
1138,Nguyễn Võ Hùng Mạnh
1139,Thái Minh Nhật
1140,Lê Ngọc Phi
1141,Đặng Thành Nam
1142,Văn Ngọc Minh
1143,Nguyễn Hoài Nam
1144,Nguyễn Văn Minh
1145,Dương Hồng Nguyên
1146,Hoàng Đình Nam
1147,Nguyễn Thế Mẫn
1148,Nguyễn Lương Anh Ngọc
1149,Lê Bá Nam
1150,Trần Thế Thanh Nhàn
1151,Ngô Trần Vĩnh Phúc
1152,Bùi Thành Nguyên
1153,Hồ Thị Xuân Ni
1154,Nguyễn Văn Oanh
1155,Nguyễn Anh Ngọc
1156,Huỳnh Hữu Phương
1157,Trần Trung Ngôn
1158,Hồng Quốc Minh
1159,Nguyễn Thọ Nguyên
1160,Võ Thị Bích Nhung
1161,Trương Công Nhân
1162,Nguyễn Đông Nguyên
1163,Phạm Siêu Nhiên
1164,Hoàng Văn Phong
1165,Nguyễn Đình Pháp
1166,Nguyễn Hữu Phúc
1167,Nguyễn Đức Phú
1168,Võ Tấn Phước
1169,Võ Xuân Thiên Phúc
1170,Lưu Đức Phương
1171,Lê Xuân Ninh
1172,Đoàn Vũ Bình Phú
1173,Bùi Hạnh Phúc
1174,Phạm Phú Phúc
1175,Nguyễn Lê Hoài Phương
1176,Cao Nhật Quang
1177,Nguyễn Vũ Phong
1178,Nguyễn Thành Nhân
1179,Đặng Thanh Phú
1180,Phạm Trung Nguyên
1181,Nguyễn Bá Phước
1182,Cao Thị Bích Phượng
1183,Nguyễn Đức Phú
1184,Nguyễn Văn Hữu
1185,Nguyễn Minh Quang
1186,Lê Anh Quân
1187,Nguyễn Tam Phương
1188,Trương Toàn Phương
1189,Nguyễn Minh Quân
1190,Phạm Hoàng Huy
1191,Nguyễn Quốc Huy
1192,Lương Xuân Quang
1193,Lê Văn Quang
1194,Phạm Xuân Linh
1195,Ông Lê Quân
1196,Bùi Minh Sang
1197,Trần Đức Hùng
1198,Huỳnh Thanh Long
1199,Trần Minh Quân
1200,Đinh Tiên Hoàng
1201,Võ Nguyên Khải
1202,Vương Hoàng Linh
1203,Trương Quang Huy
1204,Mai Tân Thuyên
1205,Huỳnh Minh Lộc
1206,La Bảo Long
1207,Nguyễn Đại Lộc
1208,Trịnh Ngọc Minh
1209,Nguyễn Thị Lệ My
1210,Huỳnh Phạm Tuấn Minh
1211,Phạm Thị Lan Phương
1212,Phạm Văn Quân
1213,Nguyễn Xuân Quang
1214,Uông Thị Thoa
1215,Đào Ngọc Thạch
1216,Nguyễn Trung Quốc
1217,Hoàng Minh Thắng
1218,Nguyễn Thị Thu Trang
1219,Trần Lê Vy
1220,Nguyễn Minh Thào
1221,Trần Trung
1222,Trần Minh Thành
1223,Đậu Đức Quỳnh
1224,Nguyễn Tuấn Anh
1225,Huỳnh Chí Tài
1226,Trần Tuấn Anh
1227,Lê Hoàng Tuấn
1228,Nguyễn Viễn Thiên
1229,Vương Ngọc Bảo
1230,Huỳnh Thịnh
1231,Kiều Trần Vũ
1232,Nguyễn Ngọc Vương
1233,Lê Diệp Nguyên Vũ
1234,Lý Tuấn Anh
1235,Nguyễn Trần Kiển
1236,Nguyễn Duy Tiệp
1237,Phạm Sơn Trường
1238,Nguyễn Khắc Minh
1239,Đặng Anh Tú
1240,Lê Đỗ Trường An
1241,Nguyễn Xuân Thảo
1242,Lê Văn Vui
1243,Trình Thanh An
1244,Nguyễn Lê Vân Ánh
1245,Nguyễn Thị Diễm An
1246,Bùi Văn Bằng
1247,Lưu Việt Tuấn Anh
1248,Trần Nhật Anh
1249,Trần Phước Việt
1250,Dương Trung Việt Anh
1251,Trần Đức Ân
1252,Hoàng Trọng Quốc Bảo
1253,Đào Thị Thu Vy
1254,Trần Thế Anh
1255,Nguyễn Đinh Đình Bảo
1256,Vũ Duy Anh
1257,Lê Đình Bảo
1258,Lê Chí Cảnh
1259,Nguyễn Thế Anh
1260,Nguyễn Duy Anh
1261,Võ Thành Xuyên
1262,Ất Trọng Ăn
1263,Lê Tuấn Anh
1264,Lê Hoàng Chánh
1265,Ung Quốc Bình
1266,Hoàng Quốc Bảo
1267,Đặng Tiểu Bình
1268,Cao Văn An
1269,Huỳnh Thái Bình
1270,Nguyễn Thị Diễm Châu
1271,Nguyễn Ngọc Cân
1272,Phạm Minh Chiến
1273,Nguyễn Hứu Chiến
1274,Nguyễn Ngọc Chi
1275,Lại Ngọc Thái Châu
1276,Võ Văn Chương
1277,Nguyễn Hoàng Văn Chương
1278,Nguyễn Văn Chí
1279,Mai Hữu Chung
1280,Trần Quốc Công
1281,Trịnh Xuân Công
1282,Nguyễn Hùng Cường
1283,Tạ Hào Cơ
1284,Đinh Dương Kiên Cường
1285,Lê Thế Công
1286,Nguyễn Ngọc Danh
1287,Nguyễn Tuấn Cường
1288,Dương Thân Dân
1289,Lê Văn Hùng
1290,Châu Minh Di
1291,Dương Nguyễn Khánh Cường
1292,Huỳnh Ngọc Khuê
1293,Nguyễn Anh Hùng
1294,Võ Thái Liêm
1295,Lê Nguyên Khang
1296,Từ Tự Do
1297,Lưu Văn Diệp
1298,Bùi Ngọc Huy
1299,Phan Văn Khiêm
1300,Lê Kim Hùng
1301,Văn Phước Lâm
1302,Nguyễn Tấn Khôi
1303,Nguyễn Hồng Danh
1304,Nguyễn Đức Bình Nguyên
1305,Trần Minh Kỳ
1306,Nguyễn Viết Nguyên
1307,Ngô Văn Minh
1308,Đỗ Đức Khải
1309,Vũ Thanh Long
1310,Võ Tấn Khoa
1311,Trần Văn Sĩ
1312,Nguyễn Duy Phú
1313,Trương Viết Hùng
1314,Nguyễn Sinh Nguyên
1315,Võ Duy Linh
1316,Nguyễn Đức Tâm
1317,Đào Phi Minh
1318,Trần Quang Khánh
1319,Nguyễn Thái Nhân
1320,Nguyễn Trọng Sang
1321,Nguyễn Hữu Nghĩa
1322,Huỳnh Công Nghĩa
1323,Lê Minh Thiện
1324,Trần Văn Tuấn Sinh
1325,Nguyễn Thành Quân
1326,Vũ Thế Nhân
1327,Lê Văn Thương
1328,Phạm Văn Qua
1329,Hồ Nhật Tân
1330,Lã Ất ThĂ´ng
1331,Trần Minh Toàn
1332,Lê Đặng Quang
1333,Nguyễn Hồng Nguyên
1334,Nguyễn Việt Quốc
1335,Nguyễn Hữu Ru
1336,Nguyễn Cao Tiến
1337,Võ Qang Thiều
1338,Trần Ngọc Thắng
1339,Bành Lê Vũ Thân
1340,Phan Văn Trai
1341,Trần Minh Thái
1342,Trần Thị Bích Tuyền
1343,Huỳnh Dương Trí Toàn
1344,Lê Ngọc Tuấn
1345,Châu Ngọc Hoàng Tâm
1346,Nguyễn Hữu Tâm
1347,Đỗ Xuân Triều
1348,Võ Anh Tuấn
1349,Trần Thế Toàn
1350,Nguyễn Văn Thiệu
1351,Nguyễn Lý Tưởng
1352,Nguyễn Ngọc Tiến
1353,Nguyễn Mạnh Tường
1354,Lâm Văn Tú
1355,Lê Văn
1356,Huỳnh Thanh Việt
1357,Nguyễn Tùng Việt
1358,Huỳnh Trúc Viên
1359,Võ Duy Vũ
1360,Đỗ Trung Vinh
1361,Nguyễn Thành Vinh
1362,Võ Duy Vinh
1363,Vương Trường Vũ
1364,Nguyễn Tuấn Vũ
1365,Trương Trọng Hiếu
1366,Cáp Văn Vũ
1367,Lê Nguyễn Hào Hiệp
1368,Hà Nguyễn Vĩnh Hoàng
1369,Nguyễn Quang Đại
1370,Lăng Song Vũ
1371,Trầm Ngọc Đăng Khoa
1372,Đinh Quang Huy
1373,Hoàng Quốc Vượng
1374,Student
1375,Lý Ngọc Hùng
1376,Nguyễn Bích Hà
1377,Trần Văn Thủy
1378,Lê Trung Thực
1379,Lê Xuân Hùng
1380,Phạm Thị Diễm Mi
1381,Nguyễn Thị Mỹ Dung
1382,Nguyễn Phước Lộc
1383,Chu Đức An
1384,Đỗ Quang Duy
1385,Ngô Văn Điệp
1386,Phạm Văn Công
1387,Nguyễn Tấn Phúc
1388,Nguyễn Văn Giáp
1389,Nguyễn Tuấn Hướng
1390,Tạ Tuấn Anh
1391,Lê Bạch Phục
1392,Phạm Văn Hậu
1393,Vũ Thị Thu Hà
1394,Trần Ngọc Kiến Phúc
1395,Bùi Nguyễn Hồng Phúc
1396,Hồ Minh Quân
1397,Trần Minh Quang
1398,Trần Việt Anh
1399,Lâm Đại Phước
1400,Thái Hông Phúc
1401,Đặng Văn Phú
1402,Trần Đình Quý
1403,Trần Minh Phụng
1404,Phan Thiên Quốc
1405,Nguyễn Anh Phước
1406,Đoàn Hữu Quang
1407,Phạm Tiến Sĩ
1408,Lê Cao Anh Quốc
1409,Võ Văn Phúc
1410,Phạm Thanh Hoàng Quân
1411,Đinh Duy Phương
1412,Phạm Phú Quý
1413,Nguyễn Bá Quyết
1414,Đoàn Bá Phước
1415,Đinh Ngọc Quý
1416,Hoàng Sơn
1417,Bùi Thị Lệ Quyên
1418,Phạm Giang Sang
1419,Hồ Minh Sang
1420,Hoàng Trọng Quý
1421,Lê Tự Phứơc
1422,Lê Hồng Quân
1423,Trần Văn Quang
1424,Ngô Tấn Quý
1425,Phạm Đình Thanh Quang
1426,Phạm Linh Sơn
1427,Phạm Công Sơn
1428,Trần Thanh Sơn
1429,Phạm Xuân Sơn
1430,Nguyễn Hoàng Quất
1431,Nguyễn Trường Sơn
1432,Phan Thanh Sương
1433,Hồ Nhật Quang
1434,Nguyễn Hồng Sơn
1435,Hoàng Vinh Sử
1436,Nguyễn Phát Tài
1437,Đinh Tiến Sỹ
1438,Nguyễn Minh Tâm
1439,Trịnh Hữu Tâm
1440,Lê Văn Tân
1441,Trần Trung Tâm
1442,Phạm Hoàng Nhật Thanh
1443,Trần Huỳnh Minh Tân
1444,Trần Đình Tân
1445,Trương Minh Tân
1446,Nguyễn Văn Thái
1447,Lê Anh Tân
1448,Ngô Phan Tuấn Thành
1449,Nguyễn Trung Thái
1450,Nguyễn Quốc Thịnh
1451,Trần Ngô Hoàng Thành
1452,Phan Văn Thái
1453,Phan Anh Thắng
1454,Nguyễn Long Thành
1455,Hồ Công Thành
1456,Lê Phạm Minh Thông
1457,Vũ Văn Thành
1458,Nguyễn Chiến Thắng
1459,Trần Minh Thắng
1460,Nguyễn Anh Tiến
1461,Đỗ Văn Toán
1462,Lê Minh Thiện
1463,Trần Văn Thịnh
1464,Phạm Duy Thông
1465,Phạm Xuân Thông
1466,Đặng Ngọc Thạch
1467,Huỳnh Thị Thủy Tiên
1468,Doãn Thị Phương Thúy
1469,Lê Chánh Tín
1470,Nguyễn Ngọc Tiến
1471,Lê Thị Ngọc Thúy
1472,Trịnh Tiến Toàn
1473,Trần Thanh Sơn
1474,Kiều Thắng
1475,Lữ Phước Tiền
1476,Lê Văn Trung Tín
1477,Bùi Trọng Tín
1478,Phạm Văn Tình
1479,Diệp Quốc Toàn
1480,Phạm Đức Đoàn Trang
1481,Nguyễn Hữu Thuần
1482,Phạm Bá Thuận
1483,Huỳnh Minh Thuận
1484,Sẳm Mộc Sầu
1485,Nguyễn Ngọc Thuận
1486,Nguyễn Đình Thảo
1487,Trần Khắc Tiến
1488,Phạm Văn Thành
1489,Nguyễn Xuân Toàn
1490,Phạm Ngọc Sơn
1491,Phan Sinh Thưởng
1492,Lao Công Tiến
1493,Nguyễn Xuân Triễn
1494,Hoàng Huy Toản
1495,Nguyễn Duy Sỹ
1496,Nguyễn Tuấn Sang
1497,Nguyễn Minh Trí
1498,Trần Ngọc Sự
1499,Nguyễn Hùng Sơn
1500,Nguyễn Trương Thành Tâm
1501,Nguyễn Ngọc Trường Sơn
1502,Đặng Hà Tâm
1503,Ngô Tấn Tài
1504,Phạm Thế Sơn
1505,Nguyễn Nhựt Tài
1506,Tống Văn Tân
1507,Đoàn Minh Tân
1508,Nguyễn Chí Thanh
1509,Nguyễn Thanh Tâm
1510,Huỳnh Xuân Tâm
1511,Vũ Tiến Thái
1512,Phạm Thanh Tân
1513,Nguyễn Công Tấn
1514,Phạm Hồng Tân
1515,Nguyễn Minh Tân
1516,Phạm Ngọc Tân
1517,Võ Công Thành
1518,Đặng Quốc Thái
1519,Nguyễn Quốc Thái
1520,Lê Hữu Thành
1521,Nguyễn Huỳnh Đại Thành
1522,Trần Hữu Thành
1523,Nguyễn Thành
1524,Trần Ngọc Thành
1525,Nguyễn Văn Thành
1526,Dương Công Thành
1527,Chu Văn Thành
1528,Lý Đạt Thành
1529,Võ Trường Thi
1530,Lê Khánh Thành
1531,Nguyễn Thành
1532,Trịnh Hồng Thịnh
1533,Nguyễn Tất Thành
1534,Trần Tất Thắng
1535,Trần Văn Thắng
1536,Bùi Đình Phát
1537,Đỗ Công Thành
1538,Lương Văn Thắng
1539,Võ Quốc Thắng
1540,Nguyễn Tiến Thành
1541,Nguyễn Xuân Thảo
1542,Huỳnh Quyết Thắng
1543,Mai Thị Bích Thảo
1544,Hoàng Đức Thắng
1545,Võ Văn Thọ
1546,Nguyễn Tấn Thành
1547,Mẫn Văn Thắng
1548,Ngô Xuân Thể
1549,Võ Đức Thành
1550,Lê Thị Thu Thi
1551,Huỳnh Nguyễn Tường Thi
1552,Nguyễn Tấn Thiện
1553,Đỗ Quyết Thắng
1554,Nguyễn Minh Thắng
1555,Trần Ngọc Thiện
1556,Phạm Minh Thịnh
1557,Hoàng Sơn Thủy
1558,Trần Vũ Đức Thịnh
1559,Phan Văn Thông
1560,Hoàng Thiện
1561,Phan Tiến Thịnh
1562,Lý Văn Thìn
1563,Dương Sơn Thông
1564,Nguyễn Đình Thuận
1565,Nguyễn Chí Thống
1566,Nguyễn Mạnh Thường
1567,Nguyễn Thị Thương
1568,Trần Ngọc Thịnh
1569,Trầm Phúc Thịnh
1570,Tạ Châu Thuận
1571,Hồ Quốc Thịnh
1572,Phạm Vũ Thanh Thông
1573,Nguyễn Hoài Thương
1574,Võ Văn Tiến
1575,Lê Thị Cẩm Tiên
1576,Phạm Minh Tiến
1577,Thái Duy Tiến
1578,Nguyễn Đình Tiến
1579,Lê Xuân Tiến
1580,Nguyễn Văn Toàn
1581,Hồ Thiện Thanh Toàn
1582,Nguyễn Gia Toàn
1583,Nguyễn Phương Toàn
1584,Nguyễn Công Toàn
1585,Bùi Quang Tín
1586,Nguyễn Hữu Tín
1587,Đinh Quang Huy
1588,Nguyễn Khắc Tiệp
1589,La Đặng Thanh Triều
1590,Phạm Quang Huy
1591,Phạm Hải Triều
1592,Phạm Công Toại
1593,Hà Thị Lan
1594,Lê Mai Long
1595,Ngô Văn Sáng
1596,Nguyễn Tiến Thịnh
1597,Đoàn Công Văn
1598,Lê Thị Huyên
1599,Lê Ngọc Trai
1600,Hoàng Thị Thủy
1601,Nông Văn Dân
1602,Nguyễn Phụng Nông
1603,Nguyễn Quang Vinh
1604,Nguyễn Thị Vân Anh
1605,Trần Hoàng Anh
1606,Nguyễn Hải Vũ
1607,Quách Tấn Nam
1608,Trang Huỳnh Du
1609,Võ Minh Nương
1610,Trương Văn Chiểu
1611,Trịnh Hoài Nương
1612,Tiết Thanh Nưng
1613,Buøi Văn Truùc
1614,Trần Văn Döông
1615,Phạm Tùng Lâm
1616,Nguyễn Quang Duy Trang
1617,Hoà Hoàng Dieäu
1618,Đào Đức Nam
1619,Huỳnh Thanh Ñoàng
1620,Nguyễn Văn Thiều
1621,Nguyễn Văn Ñoä
1622,Trần Vieät Khaùnh
1623,Phan Minh Hoài
1624,Lê Hoàng Cöôøng
1625,Nông Văn Hoaønh
1626,Toáng Xuaân Höõu
1627,Nguyễn Minh Döông
1628,Phan Truøng Dương
1629,Ñoã Quốc Khaùnh
1630,Trịnh Xuaân Huyền
1631,Döông Tuyeát Duy
1632,Phạm Lê Duy
1633,Nguyễn Thanh Döông
1634,Quách Thanh Huøng
1635,Vương Hoàng Duy
1636,Nông Trung Haäu
1637,Toâ Văn Giaõ
1638,Phạm Hoài
1639,Trần Văn KHoài
1640,Buøi Minh Hoàng
1641,Ñoã Công Hoan
1642,Huỳnh Lê Huøng
1643,Nguyễn Thị Hieàn
1644,Phạm Hoàng Hoài
1645,Nguyễn Quốc Khaùnh
1646,Hoàng Minh Khaùnh
1647,Nguyễn Nương Khoa
1648,Phạm Trung Kieân
1649,Quách Thanh Laâm
1650,Ñoã Văn Laäp
1651,Nguyễn Vieät Laøo
1652,Thái Caåm Linh
1653,Lê Phụng Loan
1654,Nguyễn Minh Luaân
1655,Phạm Thanh Löông
1656,Ñoã Nhaát Linh
1657,Võ Chuùc Linh
1658,Nguyễn Chí Linh
1659,Nguyễn Văn Nguyeân
1660,Mai Văn Löûa
1661,Chaâu Phöôùc Minh
1662,Trương Truùc Ngoan
1663,Lê Kiều My
1664,Võ Tấn Löïc
1665,Nguyễn Văn Nghóa
1666,Döông Huỳnh Nga
1667,Nguyễn Thuyø Linh
1668,Lê Thuyø Ngaân
1669,Löông Toaïi Nguyeän
1670,Nguyễn Hoàng Phuïc
1671,Nguyễn Văn Myõ
1672,Nguyễn Hữu Phi
1673,Lê Thanh Nghò
1674,Trần Baûo Saét
1675,Nguyễn Văn Ngon
1676,Nguyễn Minh Höõu Phùc
1677,Phạm Vieät Phụng
1678,Dương Hoàng Tuấn
1679,Ñinh Văn Maïnh
1680,Nguyễn Tấn Thanh
1681,La Minh Quốc
1682,Nguyễn Bích Như
1683,Hà Huy Trọng
1684,Laâm Tröôøng Sôn
1685,Nguyễn Quốc Só
1686,Phạm Minh Trung
1687,Nguyễn Văn Teøo
1688,Nguyễn Vieät Thaéng
1689,Trịnh Quốc Phong
1690,Nguyễn Trung
1691,Trịnh Hoàng Thịnh
1692,Trịnh Hoài Quaân
1693,Phạm Văn Quí
1694,Nguyễn Anh Thi
1695,Nguyễn Việt Trung
1696,Phan Ngọc Trung
1697,Chạc Hồng Tú
1698,Nguyễn Đức Trung
1699,Nguyễn Tấn Trọng
1700,Trần Thị Minh Thö
1701,Nguyễn Mạnh Tuấn
1702,Võ Hoàng Thöông
1703,Ngô Minh Trị
1704,Nguyễn Ngọc Tuấn
1705,Đào Văn Trung
1706,Nguyễn Lâm Vũ Tuấn
1707,Nguyễn Thành Trung
1708,Lương Hoàng Trọng
1709,Phù Hoàn Tuấn
1710,Nguyễn Nghĩa Tuấn
1711,Bùi Công Tuấn
1712,Nguyễn Minh Tuấn
1713,Nguyễn Hữu Tú
1714,Đỗ Quang Tuấn
1715,Trần Thanh Tùng
1716,Mai Lê Thanh Tùng
1717,Nguyễn Thanh Tuấn
1718,Trần Minh Tú
1719,Trần Thanh Tùng
1720,Phan An Tùng
1721,Nguyễn Thanh Tùng
1722,Lý Vĩnh Tường
1723,Nguyễn Văn Tư
1724,Nguyễn Trung Vinh
1725,Nguyễn Việt
1726,Ngô Gia Văn
1727,Phan Thành Vũ
1728,Nguyễn An Vũ
1729,Đinh Hoàng Việt
1730,Lê Xuân Vũ
1731,Võ Minh Vương
1732,Cáp Duy Vương
1733,Bạch Sỹ Đức Vinh
1734,Dương Lê Hoàng
1735,Huỳnh Ngô Văn
1736,Nguyễn Võ An Phú
1737,Vũ Minh Vương
1738,Nguyễn Anh Vũ
1739,Dương Phương Vũ
1740,Trần Quang Vũ
1741,Phạm Hoàn Vũ
1742,Đặng Vũ
1743,Lê Trần Thái Vũ
1744,Lưu Hoàng Triệu Vĩ
1745,Lê Thị Xuyến
1746,Phạm Hoàng Phúc
1747,Trần Ngọc Huy
1748,Hồ Lê Khả Duy
1749,Lương Thanh Vũ
1750,Hoàng Ngọc Giao
1751,Trương Văn Vĩ
1752,Phạm Hoàng Vũ
1753,Quách Hải Đăng
1754,Chung Văn Kiệt
1755,Lương Phạm Thái An
1756,Vũ Quốc Tú Hùng
1757,Lưu Xuân Khoa
1758,Phùng Văn Tài
1759,Sơn Dương Thế Nhựt
1760,Trương Vũ Thuật
1761,Nguyễn Quốc Trí
1762,Lương Anh Tuấn
1763,Nguyễn Quốc Thắng
1764,Huỳnh Lâm
1765,Trương Thiên Toàn
1766,Châu Sơn Tuyển
1767,Nguyễn Hữu Thọ
1768,Nguyễn Hoàn Song
1769,Đặng Thị Ngọc Loan
1770,Hoàng Vũ Xuyên
1771,Đỗ Trần Bình
1772,Lê Việt Anh
1773,Trương Hồng Anh
1774,Trần Xuân Chiến
1775,Nguyễn Vũ An
1776,Nguyễn Lê Duy
1777,Võ Văn Chức
1778,Nguyễn Xuân Dương
1779,Trương Thị Thùy Duyên
1780,Nguyễn Chí Công
1781,Phan Công Cảnh
1782,Lâm Thanh Cường
1783,Trần Đình Đoàn
1784,Phan Phước Đại
1785,Lâm Vinh Đạo
1786,Phạm Đủ
1787,Trần Văn Giới
1788,Ngô Anh Đức
1789,Buøi Thị Trang
1790,Buøi Thanh Trung
1791,Ñinh Ngọc Trieàu
1792,Nguyễn Bạch Hiền
1793,Nguyễn Tấn Huân
1794,Hoà Thieän Tính
1795,Phạm Tuaân
1796,Trần Quốc Tuaán
1797,Trần Đức Huy
1798,Nguyễn Phi Vuõ
1799,Nguyễn Văn UÙt
1800,Nguyễn Văn Tuyeån
